date,pollution,RH,AT,BP,WD,WS,snow,rain,PM10,NO,NO2,NH3,CO
2019-11-02,19.53,49.23,28.3,753.15,272.01,1.45,38.48,0.57,3.91,2.49,1.56,1.04,30.16
2019-11-03,18.12,50.28,27.86,754.67,268.36,1.33,30.2,0.89,2.48,1.82,1.42,0.94,34.83
2019-11-04,17.47,49.39,28.42,754.19,277.68,1.6,27.62,0.93,3.02,2.17,1.59,0.93,36.63
2019-11-05,25.4,49.12,28.69,753.99,241.46,1.54,50.99,1.0,3.85,2.52,1.79,1.09,37.62
2019-11-06,19.45,48.51,28.62,752.06,288.02,1.63,50.24,0.92,3.97,2.57,1.97,1.11,41.66
2019-11-07,18.15,48.36,29.0,751.12,284.78,1.83,46.17,0.93,3.12,2.16,2.11,0.95,40.57
2019-11-08,16.06,48.93,28.76,748.19,280.58,1.62,45.26,0.96,3.43,2.24,2.61,1.08,33.1
2019-11-09,7.86,49.2,28.1,741.44,297.0,1.49,31.32,0.88,2.56,1.86,2.48,1.02,34.57
2019-11-10,5.69,49.46,28.0,750.58,298.23,1.48,30.4,0.94,2.15,1.68,2.38,1.02,32.5
2019-11-11,12.07,49.0,28.32,730.68,267.62,1.44,39.43,0.94,3.28,2.15,3.21,1.12,39.06
2019-11-12,14.66,49.03,28.58,0.0,249.07,1.33,51.01,0.92,4.53,2.91,4.74,1.27,34.51
2019-11-13,36.38,49.28,28.7,0.0,208.69,1.18,70.1,0.96,5.98,3.61,4.26,2.02,34.46
2019-11-14,25.52,49.15,28.64,0.0,256.37,1.21,54.91,1.1,5.66,3.24,3.43,3.47,28.7
2019-11-15,19.88,50.71,29.01,0.0,257.1,1.52,49.09,0.94,4.13,2.82,3.37,2.26,33.95
2019-11-16,20.32,59.41,28.04,0.0,253.12,1.08,34.73,0.58,3.59,2.21,2.78,3.89,24.49
2019-11-17,14.52,67.82,28.22,0.0,272.69,1.39,28.43,0.87,2.56,1.85,2.82,0.82,27.76
2019-11-18,30.27,68.95,28.72,0.0,216.49,1.21,51.76,0.52,4.42,2.52,2.69,1.06,31.97
2019-11-19,26.15,69.17,28.34,0.0,246.84,0.81,47.45,5.13,15.59,11.58,5.54,1.11,24.33
2019-11-20,20.44,69.24,28.51,0.0,255.51,1.15,42.33,9.95,16.68,16.96,12.85,0.98,28.83
2019-11-21,21.86,70.83,27.45,0.0,220.24,1.18,41.29,12.4,21.54,21.53,11.54,1.1,23.59
2019-11-22,11.64,69.6,27.85,0.0,262.45,1.02,34.91,10.13,21.53,19.54,11.75,1.12,27.64
2019-11-23,21.02,69.35,28.03,0.0,221.47,0.67,57.2,16.1,23.59,24.31,11.46,1.57,17.37
2019-11-24,14.28,68.51,28.51,0.0,187.91,1.28,44.47,8.03,17.83,15.88,11.11,1.11,32.89
2019-11-25,19.92,70.2,28.53,735.83,252.54,1.1,45.63,10.12,20.49,19.12,10.13,1.24,29.59
2019-11-26,23.41,68.19,29.41,744.85,240.05,1.22,47.77,12.92,26.41,24.55,11.16,1.34,33.06
2019-11-27,41.22,68.66,29.39,742.52,242.66,1.33,66.36,11.3,23.88,21.88,11.61,1.27,32.4
2019-11-28,20.3,67.61,29.43,712.67,236.98,1.11,37.99,12.95,21.48,21.94,10.3,1.2,29.51
2019-11-29,22.33,70.05,29.14,730.0,231.23,0.9,49.28,10.04,21.07,19.37,10.24,1.28,28.22
2019-11-30,5.68,76.2,27.09,718.23,175.34,0.78,25.9,11.14,21.45,20.47,7.87,1.11,22.57
2019-12-01,2.14,72.02,27.92,701.32,163.12,1.42,13.01,7.34,8.81,10.55,8.13,0.78,24.35
2019-12-02,10.44,70.89,28.41,700.0,211.09,1.26,32.94,10.67,17.61,18.05,8.7,1.14,27.74
2019-12-03,28.4,73.27,27.79,700.0,237.72,0.76,56.42,17.89,24.57,27.62,7.47,1.68,21.7
2019-12-04,27.62,67.4,28.93,700.0,222.76,1.01,51.54,16.68,23.03,25.74,8.46,1.42,26.74
2019-12-05,36.68,70.37,27.64,700.0,274.73,0.84,58.26,12.71,17.98,19.75,9.33,1.2,32.79
2019-12-06,32.21,62.26,28.76,700.08,273.07,1.73,58.33,8.73,17.71,16.51,10.17,1.14,58.22
2019-12-07,14.53,70.02,27.96,700.17,188.6,1.12,60.33,8.2,21.07,17.83,10.51,1.35,39.27
2019-12-08,13.37,66.93,28.87,700.0,194.76,1.36,39.5,8.07,13.79,13.86,9.97,1.13,41.95
2019-12-09,14.1,65.7,28.83,700.0,214.06,1.36,49.01,10.78,25.8,22.45,9.75,1.36,42.05
2019-12-10,29.02,66.02,28.87,722.4,214.19,1.32,58.23,10.03,23.97,20.87,11.28,1.34,45.22
2019-12-11,32.31,71.05,28.36,731.6,157.06,1.18,57.05,10.42,24.05,21.22,11.69,1.37,40.75
2019-12-12,27.28,70.94,28.35,729.06,186.98,1.06,49.67,9.77,23.79,20.56,11.68,1.41,42.11
2019-12-13,38.43,70.71,28.46,719.12,215.9,1.27,60.22,8.91,20.99,18.38,11.77,1.43,41.67
2019-12-14,18.12,73.4,27.44,744.13,267.5,1.08,42.04,8.82,14.31,14.74,9.54,1.31,32.28
2019-12-15,18.44,69.19,28.16,728.08,193.16,1.22,49.23,12.24,21.23,21.21,10.09,1.47,31.63
2019-12-16,33.5,68.76,28.23,731.29,194.11,1.13,62.95,12.43,26.84,24.33,10.4,1.58,40.89
2019-12-17,28.33,66.95,28.44,701.43,283.19,1.17,49.27,6.92,11.11,11.49,11.96,1.15,44.1
2019-12-18,33.53,63.56,28.71,700.0,219.25,1.21,65.36,8.73,31.43,23.81,12.06,1.52,47.06
2019-12-19,17.04,65.2,29.17,727.57,206.74,1.27,45.83,11.13,22.35,20.89,12.23,1.38,38.57
2019-12-20,28.46,72.45,26.76,750.02,245.98,0.76,56.83,10.61,23.61,21.14,12.45,1.55,30.12
2019-12-21,26.54,70.76,27.61,752.04,224.45,1.07,54.62,15.22,24.55,25.39,11.61,1.61,39.32
2019-12-22,39.4,67.25,28.73,751.76,239.78,1.11,64.53,9.06,21.72,18.87,11.99,1.53,46.22
2019-12-23,44.12,69.86,28.51,749.64,198.39,1.12,68.45,9.81,23.31,20.34,12.13,1.65,43.28
2019-12-24,51.67,70.5,28.64,752.16,204.35,1.0,80.03,18.36,29.68,30.69,12.86,1.97,39.35
2019-12-25,34.39,70.27,28.86,738.29,211.15,1.4,57.12,8.77,16.29,15.76,13.01,1.54,47.73
2019-12-26,11.74,69.57,28.81,722.93,235.49,1.54,38.4,8.82,16.37,15.86,11.93,1.62,47.32
2019-12-27,16.1,68.64,28.73,734.79,215.15,1.35,50.64,32.02,25.06,39.29,10.87,1.86,28.75
2019-12-28,35.61,68.64,28.0,740.6,223.78,1.31,64.0,17.17,30.43,29.13,13.96,1.7,38.0
2019-12-29,48.02,69.01,28.13,732.42,198.25,1.16,75.64,10.12,27.06,22.57,9.98,2.25,44.0
2019-12-30,42.82,70.36,28.34,711.5,185.42,1.36,73.09,10.67,26.9,22.93,9.5,1.88,43.61
2019-12-31,37.45,69.65,28.32,707.5,265.65,1.29,66.32,11.39,19.9,19.79,10.02,1.32,45.56
