date,pollution,RH,AT,BP,WD,WS,snow,rain,PM10,NO,NO2,NH3,CO
2018-07-18,14.74,73.71,28.34,766.65,272.69,3.38,39.57,2.91,8.03,6.63,1.71,0.7,35.07
2018-07-19,13.49,83.06,26.75,767.4,274.23,2.11,35.75,2.96,9.98,7.5,1.79,0.81,33.68
2018-07-20,14.65,79.62,27.89,768.19,269.04,2.52,47.3,3.01,11.23,8.42,1.74,0.76,34.59
2018-07-21,18.47,78.72,28.23,768.99,272.79,2.72,63.97,3.08,8.4,6.97,2.0,0.84,34.01
2018-07-22,0.0,77.91,28.5,769.31,271.53,3.31,57.91,3.08,4.31,4.8,2.0,0.73,34.67
2018-07-23,18.24,73.95,29.05,768.02,268.0,3.42,63.78,2.93,6.21,5.68,1.93,0.89,31.92
2018-07-24,13.28,79.57,27.55,770.58,280.11,2.46,42.49,2.87,5.83,5.43,1.85,0.8,30.19
2018-07-25,12.9,78.85,27.62,770.68,285.15,2.41,34.15,3.0,6.91,6.11,1.79,0.76,30.34
2018-07-26,14.83,78.96,27.84,771.41,272.55,2.54,40.36,2.92,7.88,6.54,1.81,0.73,27.38
2018-07-27,16.22,77.74,28.0,770.99,275.92,2.52,46.99,3.0,6.89,6.09,1.79,0.91,30.32
2018-07-28,18.81,79.96,27.98,770.32,270.16,2.44,55.28,2.92,8.25,6.74,2.13,0.95,30.86
2018-07-29,16.97,80.9,27.85,769.66,264.16,2.49,48.71,3.1,5.66,5.54,2.26,0.86,30.63
2018-07-30,13.62,83.81,27.42,768.59,256.08,2.31,37.14,2.9,6.01,5.55,2.21,0.94,28.57
2018-07-31,13.65,88.9,25.51,768.68,269.19,1.2,26.21,2.88,12.78,8.92,1.81,1.02,27.58
2018-08-01,15.02,84.12,26.53,769.4,271.29,1.34,40.07,2.93,14.95,10.24,1.66,1.07,24.51
2018-08-02,14.54,82.7,27.77,770.54,259.91,1.98,36.45,2.87,9.98,7.64,1.97,0.95,29.27
2018-08-03,19.07,79.97,28.03,768.89,260.57,2.17,37.77,2.8,8.62,6.85,1.88,0.98,25.96
2018-08-04,18.56,79.47,27.94,766.8,263.84,2.35,42.06,2.91,7.86,6.56,1.85,1.04,27.73
2018-08-05,10.89,79.39,27.89,766.73,254.34,2.98,32.85,2.96,4.42,4.53,2.02,1.07,29.12
2018-08-06,9.01,79.7,27.58,766.2,249.59,2.81,29.07,2.81,5.3,5.06,1.97,1.0,27.04
2018-08-07,9.33,81.55,27.42,764.8,243.61,2.18,30.91,2.93,5.46,4.63,1.8,1.05,30.6
2018-08-08,11.12,86.54,25.48,765.62,269.71,1.63,24.8,2.93,7.39,6.23,1.89,1.11,29.95
2018-08-09,8.86,82.89,26.81,765.32,256.39,1.89,39.02,2.85,7.77,6.34,1.78,1.17,29.21
2018-08-10,8.0,83.68,26.16,763.99,275.28,1.93,27.76,2.81,3.87,4.19,1.96,1.04,30.74
2018-08-11,10.08,79.95,26.99,762.3,268.58,2.75,31.48,2.92,3.48,4.16,2.21,1.15,31.26
2018-08-12,10.16,82.99,26.76,760.62,258.73,2.11,29.4,2.99,4.84,4.98,2.13,1.15,30.61
2018-08-13,10.51,84.4,27.14,760.66,236.68,1.99,31.89,2.76,7.53,6.18,2.05,1.42,28.21
2018-08-14,6.26,85.89,26.62,760.29,226.81,2.45,28.56,2.95,5.02,4.95,2.09,1.27,31.04
2018-08-15,0.0,89.75,25.44,772.42,273.83,1.57,67.0,2.87,5.29,4.05,1.48,0.31,14.69
2018-08-16,8.78,85.77,26.01,766.52,263.14,2.21,32.43,2.84,6.59,5.65,1.89,1.12,33.01
2018-08-17,7.04,85.96,25.96,760.04,248.08,2.43,28.52,2.8,6.91,5.94,2.19,1.18,27.64
2018-08-18,10.51,82.66,26.35,761.95,267.62,2.6,28.53,2.92,8.13,5.86,2.17,1.37,31.74
2018-08-19,9.06,82.57,26.51,761.83,261.75,2.61,30.06,2.93,5.55,5.33,2.1,1.42,30.25
2018-08-20,11.9,80.88,27.26,763.08,259.06,2.76,39.53,2.79,6.46,5.7,2.08,1.82,28.98
2018-08-21,12.8,78.18,27.87,764.38,266.28,2.47,44.82,2.96,7.11,6.18,2.35,1.47,28.36
2018-08-22,16.56,74.58,28.26,764.15,278.83,2.58,46.02,2.91,4.71,4.86,2.29,1.14,33.27
2018-08-23,13.79,73.18,28.4,764.41,274.36,2.71,42.73,2.77,5.07,4.95,2.18,1.01,32.81
2018-08-24,20.62,73.58,28.19,763.84,278.62,2.5,50.65,2.98,5.28,5.24,2.3,1.13,35.88
2018-08-25,15.67,77.69,27.82,763.1,269.26,2.35,42.32,3.0,4.26,4.6,2.21,1.79,37.25
2018-08-26,16.32,77.99,27.64,762.44,268.17,2.3,39.73,2.97,4.63,4.87,2.25,2.45,35.76
2018-08-27,15.45,76.89,27.55,762.53,279.41,2.24,36.17,2.9,4.26,4.54,2.28,2.77,35.81
2018-08-28,10.01,76.54,27.54,763.75,274.44,2.79,24.65,3.02,2.92,3.97,2.12,1.99,36.96
2018-08-29,10.88,74.99,27.85,763.65,272.58,2.64,34.54,2.92,5.07,5.07,2.28,0.81,36.3
2018-08-30,18.93,78.95,27.48,761.78,261.46,2.66,41.64,2.93,5.27,5.18,2.42,0.65,34.93
2018-08-31,20.01,77.48,27.92,762.36,260.78,2.51,49.59,2.82,6.1,5.53,2.47,0.91,30.67
2018-09-01,22.33,79.36,27.98,764.0,261.23,2.31,55.24,2.93,7.09,6.15,2.73,0.78,34.17
2018-09-02,19.3,79.04,27.93,764.1,260.23,2.41,52.17,2.94,4.69,4.88,2.68,0.78,35.34
2018-09-03,20.7,78.26,27.92,764.24,264.69,2.48,50.92,2.89,6.66,5.89,2.62,0.81,34.87
2018-09-04,19.96,76.5,27.69,765.92,269.54,2.6,51.21,2.96,5.63,5.4,2.63,0.77,39.21
2018-09-05,22.02,74.9,27.92,766.15,263.74,2.45,55.42,2.79,6.73,5.84,2.44,0.81,36.95
2018-09-06,16.16,77.68,27.72,763.61,263.27,2.43,52.53,2.92,6.84,6.0,2.4,0.79,36.68
2018-09-07,17.71,77.47,27.85,765.11,259.35,2.38,44.95,2.9,6.39,5.7,2.48,0.89,31.64
2018-09-08,15.07,74.81,28.17,763.97,269.99,2.64,43.29,3.0,4.87,4.96,2.83,0.79,38.07
2018-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-10,19.0,71.19,28.7,761.19,249.12,2.93,51.71,2.9,5.72,5.39,3.39,0.56,40.79
2018-09-11,22.82,73.81,28.21,765.23,262.16,2.4,61.22,2.95,8.54,6.9,2.59,0.77,40.3
2018-09-12,24.33,73.7,28.34,763.93,265.85,2.5,67.48,2.89,7.33,6.25,2.49,0.85,44.57
2018-09-13,25.79,72.73,28.38,762.34,261.05,2.43,69.46,2.97,7.92,6.63,2.59,0.88,38.58
2018-09-14,28.25,73.97,28.13,763.09,262.28,2.2,72.03,2.89,9.31,7.3,2.64,0.93,42.84
2018-09-15,27.98,74.08,28.31,763.35,261.14,2.27,62.85,2.81,8.59,6.83,3.08,0.81,41.65
2018-09-16,19.46,76.26,28.45,764.15,260.32,2.15,43.56,3.03,6.93,6.15,3.18,0.81,42.14
2018-09-17,18.61,76.27,28.67,763.75,249.5,2.2,43.38,2.77,8.36,6.69,3.0,0.84,35.42
2018-09-18,12.15,79.2,28.02,764.43,252.35,1.92,34.57,2.88,7.66,6.4,2.54,0.83,31.44
2018-09-19,17.75,76.14,28.3,763.16,278.31,2.13,40.35,2.73,8.17,6.56,2.67,0.85,32.0
2018-09-20,13.93,81.88,27.32,760.78,267.27,1.59,31.93,2.92,6.33,5.74,2.36,0.87,37.23
2018-09-21,20.92,76.78,28.18,760.38,266.02,1.93,62.48,2.91,6.58,5.86,2.33,0.82,40.84
2018-09-22,21.32,75.33,28.58,760.11,265.24,1.91,55.74,2.74,6.83,5.85,2.53,0.91,36.43
2018-09-23,12.61,77.52,28.43,762.42,245.14,1.81,28.31,2.89,4.4,4.59,2.49,0.75,31.86
2018-09-24,17.55,77.96,28.31,762.04,249.32,1.55,30.97,2.68,8.03,6.37,2.42,0.88,32.02
2018-09-25,25.24,76.82,28.4,760.65,267.8,1.86,46.92,2.66,9.62,7.28,2.64,0.95,36.83
2018-09-26,22.88,73.66,29.05,758.48,267.75,2.09,45.93,2.91,5.81,5.43,2.88,0.85,37.95
2018-09-27,23.03,75.95,28.46,758.02,255.98,1.6,42.06,2.85,6.68,5.79,2.69,0.97,44.23
2018-09-28,25.48,76.51,28.79,757.89,252.91,1.49,44.46,2.9,7.3,6.18,2.48,0.94,36.82
2018-09-29,15.76,82.42,27.62,759.62,256.85,1.5,28.24,2.83,7.74,6.4,2.56,0.99,39.61
2018-09-30,22.08,82.96,27.69,761.17,250.53,0.98,36.32,2.84,8.16,6.56,2.82,0.96,32.0
2018-10-01,23.92,82.66,28.19,760.47,219.72,1.24,42.71,2.84,9.86,7.55,2.58,1.14,29.25
2018-10-02,16.75,84.5,27.4,761.25,213.44,1.08,30.32,2.75,6.98,5.83,2.91,0.88,27.28
2018-10-03,18.54,81.57,27.81,760.35,236.99,0.97,33.89,2.98,9.08,7.05,3.82,1.08,27.43
2018-10-04,13.76,80.88,27.84,760.17,226.43,1.34,29.0,2.85,11.32,8.35,3.59,0.84,29.16
2018-10-05,22.06,83.21,27.84,759.54,253.43,0.97,41.27,2.8,20.79,13.23,2.97,1.01,6.41
2018-10-06,27.78,82.7,28.05,759.55,194.89,1.09,48.41,2.81,7.83,6.38,3.15,1.14,8.43
2018-10-07,13.13,86.79,26.96,760.37,214.27,1.06,25.52,2.82,6.31,5.48,2.9,1.04,8.37
2018-10-08,12.04,85.99,26.74,761.31,223.44,1.15,24.49,2.74,7.71,6.32,2.68,0.99,8.64
2018-10-09,14.32,79.34,27.64,759.71,241.08,1.39,27.51,2.73,9.68,7.33,2.59,1.03,10.9
2018-10-10,14.95,78.24,27.97,757.02,226.3,1.38,34.32,2.75,9.94,7.49,2.6,1.05,11.53
2018-10-11,38.28,79.76,28.12,757.07,217.9,1.77,55.01,2.68,9.99,7.49,2.87,1.1,9.96
2018-10-12,37.34,77.06,28.65,758.3,240.22,1.48,65.73,2.97,8.84,7.08,3.21,1.02,11.23
2018-10-13,37.02,80.46,27.7,761.22,255.88,1.31,63.05,2.95,6.65,5.88,2.79,0.99,8.55
2018-10-14,29.9,79.73,27.9,762.89,215.59,1.24,52.86,2.94,4.72,4.85,2.4,0.95,6.85
2018-10-15,31.45,78.73,28.2,762.46,273.79,1.33,53.1,2.88,4.68,4.78,3.13,1.05,5.53
2018-10-16,18.07,81.96,27.26,763.39,215.98,1.37,33.64,2.73,6.74,5.74,3.21,1.04,7.89
2018-10-17,14.56,78.35,27.43,763.44,201.49,1.3,29.79,2.82,6.99,5.99,2.82,1.04,10.64
2018-10-18,14.77,75.3,28.71,761.45,233.35,1.6,28.47,2.91,4.48,4.06,2.98,0.8,8.86
2018-10-19,13.6,81.03,27.63,761.06,255.33,1.2,31.93,2.97,4.49,4.49,3.15,0.98,7.39
2018-10-20,13.05,83.39,27.1,762.33,263.07,1.13,27.85,2.88,6.6,5.57,3.15,1.01,6.68
2018-10-21,11.17,80.04,27.53,763.86,214.35,1.36,24.22,3.0,3.89,4.44,3.18,0.79,8.12
2018-10-22,19.26,82.62,27.18,767.78,260.24,1.13,32.72,3.11,8.48,6.21,2.7,1.06,7.13
2018-10-23,18.01,81.28,27.66,767.76,246.14,1.44,32.96,3.11,4.77,5.06,2.65,0.87,6.57
2018-10-24,32.98,80.05,28.03,767.06,224.78,1.21,59.95,3.07,9.23,6.92,2.44,1.28,7.48
2018-10-25,47.69,82.35,27.66,767.71,194.78,1.17,75.78,3.06,7.81,6.6,2.58,1.36,7.81
2018-10-26,52.5,77.81,28.68,767.66,172.81,1.22,91.75,3.18,9.21,7.46,3.21,1.45,11.72
2018-10-27,67.11,71.57,28.74,767.71,188.1,1.32,117.7,3.16,10.44,8.13,2.81,1.45,17.26
2018-10-28,55.81,75.07,28.79,766.7,182.88,1.36,94.0,3.25,5.77,5.72,2.66,1.14,9.91
2018-10-29,49.29,77.81,28.31,765.61,268.94,1.4,83.57,3.2,4.75,4.89,2.8,1.2,9.73
2018-10-30,51.39,76.02,28.54,764.65,261.02,1.38,90.77,3.42,3.97,4.62,3.03,1.2,20.56
2018-10-31,44.69,78.04,28.13,760.24,254.24,1.39,81.2,3.09,4.04,4.41,5.4,1.08,15.63
2018-11-01,44.82,81.12,27.37,756.59,276.5,1.21,72.05,2.83,6.98,5.71,2.72,1.26,6.08
2018-11-02,40.65,81.65,27.74,756.57,192.92,1.25,73.12,2.8,11.39,8.29,3.45,1.37,9.73
2018-11-03,10.34,84.22,26.85,758.51,262.76,0.97,26.77,2.94,9.57,7.43,2.81,1.14,34.76
2018-11-04,29.12,80.52,27.94,758.83,216.51,1.09,48.62,2.78,7.41,5.98,2.73,1.36,34.72
2018-11-05,66.23,77.3,28.48,759.79,212.7,1.2,88.31,2.82,8.88,6.74,2.57,1.4,34.56
2018-11-06,59.84,80.81,27.56,760.47,229.21,1.32,80.4,2.9,5.94,5.02,2.48,1.2,44.87
2018-11-07,41.03,79.5,27.29,760.9,253.03,0.84,60.08,5.15,11.07,8.86,3.53,1.4,40.23
2018-11-08,50.07,81.39,27.43,760.02,173.1,0.9,74.12,5.06,13.99,10.2,4.55,1.73,40.59
2018-11-09,39.53,80.62,27.43,758.64,163.54,1.05,59.49,5.91,8.1,8.81,5.27,1.49,36.71
2018-11-10,36.45,76.96,28.02,759.79,243.99,1.14,55.69,4.56,5.88,6.73,5.79,1.4,46.67
2018-11-11,35.78,77.27,28.03,761.94,242.5,1.52,53.21,3.99,3.97,4.42,6.15,1.2,46.71
2018-11-12,43.93,75.84,28.0,760.93,267.57,1.42,62.56,4.32,5.49,5.32,5.59,1.17,56.04
2018-11-13,44.36,77.34,27.62,758.76,232.26,1.42,60.62,4.24,6.02,5.9,5.31,1.2,64.12
2018-11-14,62.67,77.22,28.31,757.59,237.66,1.37,89.25,4.21,6.0,5.96,5.3,1.29,63.92
2018-11-15,70.54,77.86,28.76,757.69,247.66,1.51,104.01,3.87,5.33,5.53,4.68,1.37,73.09
2018-11-16,55.32,82.2,26.06,758.34,261.12,1.21,71.84,3.64,5.53,5.2,3.76,1.11,63.9
2018-11-17,52.86,75.99,27.84,760.12,192.85,1.3,78.06,3.53,8.5,3.76,5.91,1.31,51.11
2018-11-18,44.59,81.29,27.24,760.77,259.78,1.26,61.82,3.29,3.23,3.85,3.58,1.23,41.51
2018-11-19,31.51,81.92,27.53,761.5,263.25,1.27,45.98,4.42,4.83,5.57,4.24,1.22,36.55
2018-11-20,20.78,83.26,27.05,762.03,250.8,0.98,36.64,4.59,7.13,6.6,3.86,1.25,36.32
2018-11-21,23.13,78.61,27.94,761.4,258.93,1.43,36.95,4.19,7.2,6.15,3.42,1.22,43.31
2018-11-22,30.82,77.43,28.5,760.54,221.75,1.22,48.17,3.92,4.77,5.5,3.29,1.29,44.86
2018-11-23,30.41,76.6,28.54,762.69,249.64,1.27,48.65,4.06,4.33,5.26,3.44,1.17,45.06
2018-11-24,19.4,81.0,27.54,764.9,237.54,1.2,36.83,4.75,6.14,6.78,3.42,1.27,31.54
2018-11-25,27.94,80.25,27.7,764.04,231.34,1.32,44.97,3.49,3.71,4.25,3.29,1.19,42.39
2018-11-26,62.83,76.25,28.15,760.89,194.07,1.18,90.57,4.19,9.4,7.27,3.72,1.53,45.23
2018-11-27,77.9,71.11,28.28,760.82,238.22,1.24,112.25,4.19,11.41,7.92,4.26,1.55,57.96
2018-11-28,85.11,73.43,28.45,761.02,219.61,1.09,118.66,4.58,10.86,9.51,5.37,1.75,65.71
2018-11-29,73.29,75.23,28.25,762.29,252.51,0.78,105.02,5.07,8.88,8.86,5.74,1.81,43.46
2018-11-30,36.69,75.36,28.35,763.08,232.72,1.1,58.83,5.96,8.75,9.27,5.49,1.82,39.07
2018-12-01,57.46,78.32,28.32,759.56,191.22,1.1,70.88,5.67,8.13,8.83,5.1,1.97,37.83
2018-12-02,0.0,75.08,28.31,757.39,206.99,1.23,72.36,4.4,7.01,7.31,4.68,1.61,46.15
2018-12-03,45.8,76.11,28.22,758.34,230.39,1.3,70.05,4.61,6.53,7.04,5.0,1.62,51.82
2018-12-04,63.11,80.09,27.96,759.32,229.44,0.99,90.11,4.59,7.48,7.54,5.81,2.03,41.03
2018-12-05,53.45,79.74,28.29,759.52,237.39,1.04,75.56,5.69,9.18,9.26,5.41,1.96,36.74
2018-12-06,40.15,77.89,28.53,758.53,211.18,1.37,59.88,5.31,6.07,7.4,4.19,1.73,31.07
2018-12-07,33.47,77.53,28.5,759.02,193.65,1.43,50.89,5.22,5.73,7.29,3.8,1.72,40.28
2018-12-08,29.85,77.3,28.14,760.04,205.31,1.31,49.73,4.41,7.03,6.88,3.75,1.82,40.7
2018-12-09,59.22,77.36,28.16,759.77,208.96,1.22,87.41,3.83,6.44,6.22,3.79,1.89,43.62
2018-12-10,76.74,77.62,27.98,760.54,240.06,1.1,114.94,3.6,8.7,7.05,3.89,2.08,46.07
2018-12-11,95.03,78.07,27.93,761.2,236.49,1.15,126.49,2.99,5.73,4.54,4.01,2.21,55.33
2018-12-12,79.21,77.81,28.0,762.52,257.67,1.36,111.53,2.95,5.54,5.12,3.62,2.09,57.43
2018-12-13,58.35,75.97,28.52,762.89,251.7,1.36,89.57,2.88,4.66,4.59,3.59,2.13,57.77
2018-12-14,51.12,74.47,28.29,762.55,236.18,1.19,74.91,3.12,3.69,3.5,3.73,2.1,64.55
2018-12-15,63.14,77.77,27.68,761.69,229.49,1.21,91.79,2.98,6.94,5.97,3.89,2.41,42.47
2018-12-16,64.72,76.55,27.64,761.45,267.9,1.19,89.82,3.5,6.65,0.87,0.99,2.31,48.06
2018-12-17,54.76,76.35,27.67,762.03,258.81,1.42,85.85,3.24,14.82,4.39,2.2,2.05,48.22
2018-12-18,77.82,74.03,27.76,761.68,265.09,1.35,112.48,2.76,13.81,9.59,4.92,2.42,62.25
2018-12-19,79.93,75.5,27.91,761.58,255.86,1.25,114.32,2.79,7.73,6.37,6.47,2.91,62.83
2018-12-20,72.17,73.6,28.24,762.01,243.68,1.21,103.0,2.72,9.26,7.02,5.87,2.55,63.43
2018-12-21,69.0,75.07,28.02,761.79,236.89,1.35,102.38,2.67,7.93,6.33,5.41,2.76,66.61
2018-12-22,76.41,76.91,28.04,760.98,233.29,1.02,111.73,2.72,9.82,7.3,6.81,2.95,59.01
2018-12-23,37.61,75.7,28.36,760.94,217.04,1.23,55.38,2.77,5.52,5.12,5.41,2.47,50.78
2018-12-24,42.28,81.0,28.0,761.88,194.04,1.16,62.61,2.81,9.38,7.03,4.68,2.93,31.06
2018-12-25,33.1,77.47,28.61,762.03,180.57,1.2,49.36,2.64,4.86,4.62,4.61,2.49,47.38
2018-12-26,48.57,78.46,28.13,762.51,220.47,1.27,71.49,2.66,7.57,6.12,4.96,2.44,44.45
2018-12-27,52.72,76.04,27.99,762.01,251.58,1.27,81.15,2.65,6.7,5.66,4.93,2.89,61.48
2018-12-28,48.98,73.5,28.09,760.69,249.7,1.32,77.77,2.62,6.15,5.34,4.75,4.87,62.08
2018-12-29,53.83,72.19,28.01,762.34,254.17,1.03,87.82,2.6,8.25,6.13,5.19,5.68,55.55
2018-12-30,52.23,67.85,28.63,764.18,237.93,1.34,82.64,2.67,6.17,5.43,5.13,5.39,71.06
2018-12-31,62.8,66.09,28.37,765.58,215.45,1.29,102.39,2.66,12.63,7.77,5.51,4.74,74.15
2019-01-01,60.29,67.05,27.76,766.17,225.86,1.31,96.83,2.8,9.23,6.77,5.36,4.33,79.41
2019-01-02,62.23,66.0,27.21,766.3,247.3,1.17,99.53,2.5,9.94,7.27,5.77,0.08,72.65
2019-01-03,58.72,62.5,27.26,767.01,236.21,1.19,92.79,2.7,6.92,5.55,6.15,0.05,80.27
2019-01-04,44.31,59.86,27.23,765.81,225.21,1.3,80.29,2.83,12.39,8.4,5.63,0.05,77.36
2019-01-05,46.16,65.42,27.01,765.03,236.62,1.38,84.33,2.82,10.83,8.06,6.11,0.05,69.01
2019-01-06,46.48,69.88,26.84,763.22,241.92,1.4,79.18,2.63,7.62,6.15,7.59,0.0,67.48
2019-01-07,53.99,69.02,26.95,762.36,247.88,1.32,89.85,2.7,10.09,7.27,7.4,0.03,66.31
2019-01-08,61.98,69.53,27.05,762.55,232.95,1.22,96.43,2.58,6.87,5.58,7.55,0.07,68.43
2019-01-09,65.16,69.77,27.16,762.02,246.88,1.29,103.38,2.58,6.54,5.58,6.96,0.03,77.0
2019-01-10,54.4,69.66,27.15,761.89,231.84,1.43,91.09,2.56,9.7,7.18,6.54,0.0,78.15
2019-01-11,64.61,73.36,27.46,763.8,253.12,1.42,99.68,2.5,8.28,6.44,6.82,0.0,83.94
2019-01-12,67.74,72.3,27.69,763.11,232.64,1.35,101.9,2.47,8.49,6.3,7.19,0.0,74.24
2019-01-13,61.46,71.18,27.8,763.07,234.08,1.3,95.82,2.47,6.4,5.42,6.48,0.0,76.27
2019-01-14,72.96,73.49,28.07,762.04,231.56,1.28,111.01,2.61,10.64,7.76,6.48,0.01,65.74
2019-01-15,70.94,72.93,28.1,762.48,233.43,1.4,105.85,2.59,8.06,6.29,6.15,0.01,70.02
2019-01-16,76.07,66.38,28.31,762.52,219.03,1.19,114.69,2.45,10.76,7.57,5.99,0.0,85.14
2019-01-17,61.8,65.89,27.73,761.1,236.54,1.38,97.58,2.51,9.0,6.77,5.92,0.0,81.72
2019-01-18,78.43,66.5,27.1,761.54,227.71,1.23,120.47,2.85,13.51,9.38,6.58,0.06,73.95
2019-01-19,75.73,63.56,27.25,763.46,239.33,1.4,111.68,2.54,9.92,7.21,6.31,0.02,89.01
2019-01-20,82.56,67.24,26.64,763.92,214.28,0.89,120.21,2.16,10.98,7.48,6.74,0.41,80.7
2019-01-21,80.15,71.68,25.16,763.95,270.56,0.86,116.76,1.12,17.18,9.83,6.37,1.11,49.55
2019-01-22,61.76,63.14,26.54,764.69,239.61,1.28,96.43,1.11,14.55,8.38,6.9,0.92,68.05
2019-01-23,71.06,66.94,26.84,763.69,240.38,1.41,107.81,1.02,12.72,7.53,7.62,0.88,82.22
2019-01-24,71.78,70.12,27.59,764.64,225.84,1.39,106.49,1.05,11.65,6.91,7.44,0.94,77.35
2019-01-25,59.11,71.03,28.1,764.16,226.51,1.42,89.7,0.98,10.85,6.38,6.53,0.97,70.89
2019-01-26,51.93,72.91,28.18,763.95,233.6,1.64,80.38,0.93,8.23,5.12,5.7,0.78,65.41
2019-01-27,40.19,72.03,28.29,764.67,237.62,1.68,71.93,0.92,5.78,3.81,4.96,0.6,75.01
2019-01-28,40.33,71.14,28.6,764.74,238.17,1.66,70.76,0.98,7.28,4.56,4.59,0.7,70.8
2019-01-29,35.23,70.45,28.48,763.97,233.72,1.61,60.43,0.97,7.27,4.52,4.2,0.7,64.19
2019-01-30,40.07,69.7,28.34,764.16,221.91,1.59,67.34,0.93,8.45,5.23,4.53,0.76,70.53
2019-01-31,40.64,59.12,29.01,762.85,251.52,1.67,67.93,0.97,8.94,5.49,4.4,0.71,90.76
2019-02-01,40.09,59.9,28.55,763.58,238.52,1.61,70.67,0.93,8.15,4.97,4.73,0.67,86.98
2019-02-02,48.31,69.81,27.98,762.51,224.85,1.68,78.65,0.97,9.85,5.83,5.23,0.83,71.78
2019-02-03,39.12,67.46,28.38,763.55,213.17,1.48,63.71,0.97,6.45,4.14,5.42,0.66,68.31
2019-02-04,46.55,70.33,28.68,764.84,208.83,1.28,74.68,0.95,10.96,6.35,5.24,0.92,59.7
2019-02-05,42.36,72.77,29.18,765.06,130.43,1.5,69.57,1.17,10.56,6.29,4.71,0.92,58.96
2019-02-06,37.57,76.42,28.46,762.74,214.08,1.39,57.4,0.99,8.82,5.33,5.52,0.87,58.42
2019-02-07,47.3,72.77,28.74,762.74,198.3,1.56,73.19,1.02,8.46,5.29,5.49,0.75,64.79
2019-02-08,57.57,73.23,28.65,763.99,208.7,1.42,87.06,1.0,9.81,5.88,5.85,0.9,69.28
2019-02-09,54.66,75.06,28.08,764.09,267.64,1.4,81.93,0.96,7.63,4.77,5.44,0.8,60.92
2019-02-10,37.73,78.42,27.9,765.23,232.09,1.18,61.22,1.02,8.96,5.46,4.4,0.8,42.04
2019-02-11,31.97,74.58,28.68,764.11,239.85,1.51,58.97,0.9,9.21,5.44,4.79,0.83,47.3
2019-02-12,36.29,67.55,28.97,763.9,214.76,1.41,65.54,0.89,10.75,6.14,4.86,0.86,51.48
2019-02-13,38.39,65.09,28.89,765.52,211.19,1.51,74.11,1.03,11.27,6.46,5.02,0.86,72.1
2019-02-14,45.25,73.09,28.66,763.69,235.35,1.52,82.92,0.86,8.82,5.23,5.68,0.83,62.01
2019-02-15,44.6,71.33,29.16,763.84,210.72,1.7,79.4,0.99,8.46,5.24,5.19,0.84,72.38
2019-02-16,35.8,72.46,29.14,761.2,216.6,1.56,64.1,0.91,6.72,4.25,4.65,0.73,67.84
2019-02-17,33.31,73.17,29.11,759.65,244.46,2.03,65.64,0.93,5.31,3.57,4.34,0.66,54.85
2019-02-18,31.01,72.58,28.71,757.66,226.97,2.04,60.99,0.92,6.4,4.03,3.91,0.66,59.53
2019-02-19,28.12,76.64,28.24,757.32,238.02,1.25,57.58,0.93,5.38,3.47,4.3,0.67,50.42
2019-02-20,34.72,64.06,30.16,760.68,243.51,1.54,66.82,0.92,5.16,3.47,4.44,0.65,55.56
2019-02-21,22.95,59.72,29.32,762.79,235.9,1.87,51.84,0.98,6.25,3.98,4.44,0.6,64.03
2019-02-22,23.75,62.44,28.66,760.04,214.51,1.71,54.11,1.05,8.22,4.95,4.74,0.71,58.2
2019-02-23,28.08,63.44,28.37,757.95,247.46,1.74,60.77,0.94,6.26,4.02,4.83,0.54,72.99
2019-02-24,28.27,63.32,28.08,756.8,198.93,1.72,58.27,0.91,6.06,3.9,4.68,0.55,73.28
2019-02-25,38.04,71.41,28.16,757.04,238.89,1.59,68.46,0.89,7.25,4.45,4.76,0.69,69.9
2019-02-26,40.12,71.51,28.83,756.72,249.29,1.99,68.03,0.91,5.89,3.85,4.42,0.64,66.41
2019-02-27,33.51,71.04,28.96,755.73,240.54,2.01,67.45,0.91,5.62,3.61,3.93,0.63,59.98
2019-02-28,31.64,71.9,28.91,755.41,255.17,2.15,75.4,0.89,5.76,3.71,3.61,0.67,60.58
2019-03-01,32.31,71.72,29.05,755.01,207.62,2.02,88.49,1.02,5.51,3.73,3.45,0.59,67.69
2019-03-02,30.5,72.71,29.31,756.0,208.79,1.69,68.05,0.95,6.69,4.18,3.45,0.74,59.56
2019-03-03,33.88,73.91,29.06,756.54,221.17,1.76,62.68,0.98,4.51,3.19,3.31,0.64,65.02
2019-03-04,45.5,72.01,29.19,756.57,230.71,1.5,69.0,0.81,5.6,3.57,3.29,0.75,62.21
2019-03-05,21.27,71.34,29.36,756.07,272.44,2.21,58.69,0.88,4.75,3.15,3.08,0.61,56.82
2019-03-06,0.0,72.35,29.11,756.68,245.74,2.4,69.72,0.93,4.8,3.27,2.87,0.58,49.35
2019-03-07,56.24,72.76,29.17,755.81,218.67,2.01,179.32,0.77,5.72,3.55,2.87,0.64,59.2
2019-03-08,40.03,72.17,29.41,758.66,219.94,1.79,125.09,0.93,6.05,3.82,3.12,0.68,48.5
2019-03-09,29.81,73.11,29.02,760.32,243.88,2.11,84.17,0.89,4.26,2.96,3.6,0.66,59.43
2019-03-10,25.62,71.31,29.45,760.23,209.78,1.57,61.53,0.9,4.94,3.29,3.77,0.65,61.42
